WKT,name,description
"POLYGON ((110.0288537 -7.8982793, 110.0288537 -7.9676469, 110.1936486 -8.0655576, 110.3508905 -8.1607258, 110.6138757 -8.2368441, 110.830169 -8.205583, 110.8329156 -8.1913108, 110.8356622 -8.1817957, 110.8253625 -8.1682023, 110.8164361 -8.1430534, 110.8006433 -8.1648039, 110.7855371 -8.1498506, 110.7910302 -8.1294587, 110.7793573 -8.0696367, 110.7518914 -8.0288438, 110.7649377 -7.9955266, 110.7752374 -7.8887573, 110.787597 -7.870393, 110.7862237 -7.8193765, 110.7704309 -7.8091725, 110.7649377 -7.820737, 110.756698 -7.8275396, 110.7443383 -7.8091725, 110.7148126 -7.7901243, 110.7148126 -7.7996485, 110.6969598 -7.810533, 110.6743005 -7.8030499, 110.6736138 -7.7867227, 110.6598809 -7.8037302, 110.6440881 -7.7996485, 110.6049493 -7.8003288, 110.591903 -7.8064513, 110.5774835 -7.8050908, 110.5891564 -7.7928455, 110.5616906 -7.7799195, 110.5575708 -7.7942061, 110.5362847 -7.7969273, 110.495086 -7.7676735, 110.4477075 -7.5410581, 110.3859094 -7.5995949, 110.3035119 -7.6554016, 110.2698663 -7.7023553, 110.2650598 -7.6880656, 110.2650598 -7.6608458, 110.2657464 -7.6499574, 110.2554467 -7.6451936, 110.2506402 -7.65336, 110.2108148 -7.6479158, 110.1936486 -7.6451936, 110.1627496 -7.6472352, 110.1394036 -7.6465547, 110.1167443 -7.6703729, 110.1400903 -7.6887461, 110.1325372 -7.7425, 110.1146844 -7.7615503, 110.1160577 -7.7771982, 110.1030114 -7.7799195, 110.0824121 -7.8037302, 110.063186 -7.8139344, 110.0624993 -7.8391036, 110.0528863 -7.8459058, 110.0288537 -7.8982793))",DIY YOGYAKARTA,
