WKT,name,description
"POLYGON ((106.8232812 -6.171762, 106.8232482 -6.1727805, 106.8232098 -6.1737936, 106.8231491 -6.1757879, 106.8229956 -6.179814, 106.8233215 -6.1801926, 106.8234338 -6.1802676, 106.8235569 -6.180324, 106.823811 -6.1803846, 106.8238634 -6.1804113, 106.8241891 -6.1804006, 106.8245245 -6.1803859, 106.8250234 -6.1803919, 106.8263766 -6.1803339, 106.827143 -6.1803186, 106.829543 -6.1801979, 106.830813 -6.1801713, 106.8309226 -6.1801559, 106.8309974 -6.1801353, 106.8310369 -6.1801099, 106.8310751 -6.1800386, 106.8310784 -6.1799646, 106.8310811 -6.1797046, 106.831065 -6.1795939, 106.8309899 -6.1794432, 106.8309671 -6.1793739, 106.8305098 -6.1789432, 106.8304602 -6.1788979, 106.8304454 -6.1788539, 106.8304441 -6.1787992, 106.8304642 -6.1787192, 106.8304897 -6.1786592, 106.8304602 -6.1786299, 106.8306359 -6.1784686, 106.8304575 -6.1782686, 106.8298875 -6.1777379, 106.8298969 -6.1771966, 106.8299023 -6.1766766, 106.829917 -6.1758099, 106.8299801 -6.1758126, 106.8299948 -6.1752673, 106.8300391 -6.1752059, 106.830035 -6.1750899, 106.8299881 -6.1746793, 106.8299841 -6.174614, 106.8299921 -6.1745713, 106.8300216 -6.1745193, 106.829803 -6.173406, 106.8296113 -6.173338, 106.8294771 -6.173298, 106.8293162 -6.17321, 106.8292237 -6.1731246, 106.8291432 -6.173022, 106.8290708 -6.17291, 106.8290748 -6.1727406, 106.8292438 -6.1719406, 106.8292465 -6.1718713, 106.8292331 -6.171798, 106.8291995 -6.171734, 106.8291446 -6.171646, 106.8290239 -6.1715486, 106.8289273 -6.1715166, 106.8279738 -6.1715046, 106.8269921 -6.1714913, 106.8258293 -6.171482, 106.824853 -6.1714673, 106.8241851 -6.171466, 106.8236125 -6.1714686, 106.823477 -6.171546, 106.8232812 -6.171762))",Monas,
